id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_produksi,satuan,tahun,jenis_produksi
141,32,JAWA BARAT,3203,KABUPATEN CIANJUR,856,TON,2018,daging domba
142,32,JAWA BARAT,3209,KABUPATEN CIREBON,3868,TON,2018,daging domba
143,32,JAWA BARAT,3205,KABUPATEN GARUT,2352,TON,2018,daging domba
144,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,336,TON,2018,daging domba
145,32,JAWA BARAT,3215,KABUPATEN KARAWANG,176,TON,2018,daging domba
146,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,774,TON,2018,daging domba
147,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1535,TON,2018,daging domba
148,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,61,TON,2018,daging domba
149,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,26720,TON,2018,daging domba
150,32,JAWA BARAT,3213,KABUPATEN SUBANG,1467,TON,2018,daging domba
151,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1667,TON,2018,daging domba
152,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,829,TON,2018,daging domba
153,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,412,TON,2018,daging domba
154,32,JAWA BARAT,3273,KOTA BANDUNG,2002,TON,2018,daging domba
155,32,JAWA BARAT,3279,KOTA BANJAR,11,TON,2018,daging domba
156,32,JAWA BARAT,3275,KOTA BEKASI,2628,TON,2018,daging domba
157,32,JAWA BARAT,3271,KOTA BOGOR,120,TON,2018,daging domba
158,32,JAWA BARAT,3277,KOTA CIMAHI,142,TON,2018,daging domba
159,32,JAWA BARAT,3274,KOTA CIREBON,354,TON,2018,daging domba
160,32,JAWA BARAT,3276,KOTA DEPOK,399,TON,2018,daging domba
161,32,JAWA BARAT,3272,KOTA SUKABUMI,98,TON,2018,daging domba
162,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20,TON,2018,daging domba
163,32,JAWA BARAT,3201,KABUPATEN BOGOR,1053,TON,2019,daging domba
164,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1750,TON,2019,daging domba
165,32,JAWA BARAT,3203,KABUPATEN CIANJUR,872,TON,2019,daging domba
166,32,JAWA BARAT,3204,KABUPATEN BANDUNG,600,TON,2019,daging domba
167,32,JAWA BARAT,3205,KABUPATEN GARUT,615,TON,2019,daging domba
168,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,437,TON,2019,daging domba
169,32,JAWA BARAT,3207,KABUPATEN CIAMIS,196,TON,2019,daging domba
170,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,777,TON,2019,daging domba
171,32,JAWA BARAT,3209,KABUPATEN CIREBON,1579,TON,2019,daging domba
172,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1584,TON,2019,daging domba
173,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,764,TON,2019,daging domba
174,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,353,TON,2019,daging domba
175,32,JAWA BARAT,3213,KABUPATEN SUBANG,1505,TON,2019,daging domba
176,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,26544,TON,2019,daging domba
177,32,JAWA BARAT,3215,KABUPATEN KARAWANG,748,TON,2019,daging domba
178,32,JAWA BARAT,3216,KABUPATEN BEKASI,511,TON,2019,daging domba
179,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1835,TON,2019,daging domba
180,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,53,TON,2019,daging domba
181,32,JAWA BARAT,3271,KOTA BOGOR,102,TON,2019,daging domba
182,32,JAWA BARAT,3272,KOTA SUKABUMI,125,TON,2019,daging domba
183,32,JAWA BARAT,3273,KOTA BANDUNG,112,TON,2019,daging domba
184,32,JAWA BARAT,3274,KOTA CIREBON,45,TON,2019,daging domba
185,32,JAWA BARAT,3275,KOTA BEKASI,4570,TON,2019,daging domba
186,32,JAWA BARAT,3276,KOTA DEPOK,135,TON,2019,daging domba
187,32,JAWA BARAT,3277,KOTA CIMAHI,267,TON,2019,daging domba
188,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20,TON,2019,daging domba
189,32,JAWA BARAT,3279,KOTA BANJAR,13,TON,2019,daging domba
190,32,JAWA BARAT,3201,KABUPATEN BOGOR,805,TON,2020,daging domba
191,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1835,TON,2020,daging domba
192,32,JAWA BARAT,3203,KABUPATEN CIANJUR,751,TON,2020,daging domba
193,32,JAWA BARAT,3204,KABUPATEN BANDUNG,349,TON,2020,daging domba
194,32,JAWA BARAT,3205,KABUPATEN GARUT,31,TON,2020,daging domba
195,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,440,TON,2020,daging domba
196,32,JAWA BARAT,3207,KABUPATEN CIAMIS,218,TON,2020,daging domba
197,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1348,TON,2020,daging domba
198,32,JAWA BARAT,3209,KABUPATEN CIREBON,1662,TON,2020,daging domba
199,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1745,TON,2020,daging domba
200,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,175,TON,2020,daging domba
201,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,360,TON,2020,daging domba
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,1678,TON,2020,daging domba
203,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,14730,TON,2020,daging domba
204,32,JAWA BARAT,3215,KABUPATEN KARAWANG,118,TON,2020,daging domba
205,32,JAWA BARAT,3216,KABUPATEN BEKASI,512,TON,2020,daging domba
206,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1842,TON,2020,daging domba
207,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,43,TON,2020,daging domba
208,32,JAWA BARAT,3271,KOTA BOGOR,92,TON,2020,daging domba
209,32,JAWA BARAT,3272,KOTA SUKABUMI,636,TON,2020,daging domba
210,32,JAWA BARAT,3273,KOTA BANDUNG,438,TON,2020,daging domba
211,32,JAWA BARAT,3274,KOTA CIREBON,168,TON,2020,daging domba
212,32,JAWA BARAT,3275,KOTA BEKASI,2915,TON,2020,daging domba
213,32,JAWA BARAT,3276,KOTA DEPOK,140,TON,2020,daging domba
