id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_produksi,satuan,tahun,jenis_produksi
209,32,JAWA BARAT,3272,KOTA SUKABUMI,0,TON,2020,daging babi
210,32,JAWA BARAT,3273,KOTA BANDUNG,808,TON,2020,daging babi
211,32,JAWA BARAT,3274,KOTA CIREBON,138,TON,2020,daging babi
212,32,JAWA BARAT,3275,KOTA BEKASI,6,TON,2020,daging babi
213,32,JAWA BARAT,3276,KOTA DEPOK,0,TON,2020,daging babi
214,32,JAWA BARAT,3277,KOTA CIMAHI,0,TON,2020,daging babi
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,TON,2020,daging babi
216,32,JAWA BARAT,3279,KOTA BANJAR,0,TON,2020,daging babi
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,0,TON,2021,daging babi
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0,TON,2021,daging babi
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0,TON,2021,daging babi
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0,TON,2021,daging babi
221,32,JAWA BARAT,3205,KABUPATEN GARUT,0,TON,2021,daging babi
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0,TON,2021,daging babi
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0,TON,2021,daging babi
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0,TON,2021,daging babi
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,0,TON,2021,daging babi
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0,TON,2021,daging babi
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0,TON,2021,daging babi
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0,TON,2021,daging babi
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,0,TON,2021,daging babi
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0,TON,2021,daging babi
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,31,TON,2021,daging babi
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,13,TON,2021,daging babi
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0,TON,2021,daging babi
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,TON,2021,daging babi
235,32,JAWA BARAT,3271,KOTA BOGOR,0,TON,2021,daging babi
236,32,JAWA BARAT,3272,KOTA SUKABUMI,0,TON,2021,daging babi
237,32,JAWA BARAT,3273,KOTA BANDUNG,510,TON,2021,daging babi
238,32,JAWA BARAT,3274,KOTA CIREBON,84,TON,2021,daging babi
239,32,JAWA BARAT,3275,KOTA BEKASI,5,TON,2021,daging babi
240,32,JAWA BARAT,3276,KOTA DEPOK,0,TON,2021,daging babi
241,32,JAWA BARAT,3277,KOTA CIMAHI,0,TON,2021,daging babi
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,TON,2021,daging babi
243,32,JAWA BARAT,3279,KOTA BANJAR,0,TON,2021,daging babi
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,0,TON,2022,daging babi
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0,TON,2022,daging babi
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0,TON,2022,daging babi
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0,TON,2022,daging babi
248,32,JAWA BARAT,3205,KABUPATEN GARUT,0,TON,2022,daging babi
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0,TON,2022,daging babi
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0,TON,2022,daging babi
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0,TON,2022,daging babi
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,0,TON,2022,daging babi
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0,TON,2022,daging babi
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0,TON,2022,daging babi
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0,TON,2022,daging babi
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,0,TON,2022,daging babi
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0,TON,2022,daging babi
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,15,TON,2022,daging babi
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,0,TON,2022,daging babi
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0,TON,2022,daging babi
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0,TON,2022,daging babi
262,32,JAWA BARAT,3271,KOTA BOGOR,0,TON,2022,daging babi
263,32,JAWA BARAT,3272,KOTA SUKABUMI,0,TON,2022,daging babi
264,32,JAWA BARAT,3273,KOTA BANDUNG,552,TON,2022,daging babi
265,32,JAWA BARAT,3274,KOTA CIREBON,71,TON,2022,daging babi
266,32,JAWA BARAT,3275,KOTA BEKASI,4,TON,2022,daging babi
267,32,JAWA BARAT,3276,KOTA DEPOK,0,TON,2022,daging babi
268,32,JAWA BARAT,3277,KOTA CIMAHI,0,TON,2022,daging babi
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,TON,2022,daging babi
270,32,JAWA BARAT,3279,KOTA BANJAR,0,TON,2022,daging babi
